time	V(vdrain)	V(vdrain_totem)	V(vgate)	V(vgate_totem)	Id(Mosfet)	Id(Mosfet_totem)
5.076524505833815e-06	3.013601e-04	-3.388537e-04	1.169792e+01	1.083766e+01	5.454408e-02	5.454700e-02
5.077294045022563e-06	2.960013e-04	-5.220094e-04	1.168392e+01	1.068556e+01	5.454411e-02	5.454783e-02
5.078499378139637e-06	2.876046e-04	-7.428407e-04	1.166139e+01	1.047396e+01	5.454415e-02	5.454884e-02
5.080170881274423e-06	2.759511e-04	-9.552207e-04	1.162905e+01	1.022038e+01	5.454420e-02	5.454981e-02
5.081985341081205e-06	2.632824e-04	-1.108545e-03	1.159251e+01	9.977984e+00	5.454426e-02	5.455050e-02
5.083907457874606e-06	2.498301e-04	-1.225734e-03	1.155202e+01	9.739481e+00	5.454432e-02	5.455103e-02
5.086203740179274e-06	2.336952e-04	-1.346012e-03	1.150112e+01	9.460944e+00	5.454439e-02	5.455158e-02
5.089466783587524e-06	2.105967e-04	-1.516036e-03	1.142392e+01	9.063253e+00	5.454450e-02	5.455235e-02
5.094635676601529e-06	1.735499e-04	-1.810735e-03	1.129188e+01	8.423980e+00	5.454466e-02	5.455368e-02
5.099999999999999e-06	1.346270e-04	-2.148932e-03	1.114622e+01	7.752270e+00	5.454484e-02	5.455522e-02
5.100389380832771e-06	1.347914e-04	-2.171366e-03	1.113678e+01	7.705432e+00	5.454483e-02	5.455531e-02
5.101168142498313e-06	1.352687e-04	-2.207668e-03	1.111791e+01	7.615707e+00	5.454483e-02	5.455548e-02
5.102725665829397e-06	1.363380e-04	-2.257334e-03	1.108029e+01	7.448043e+00	5.454484e-02	5.455571e-02
5.105496005719065e-06	1.382583e-04	-2.319738e-03	1.101367e+01	7.168801e+00	5.454483e-02	5.455600e-02
5.108581270703323e-06	1.404283e-04	-2.384610e-03	1.093999e+01	6.876722e+00	5.454482e-02	5.455630e-02
5.113866420141787e-06	1.442347e-04	-2.522814e-03	1.081516e+01	6.414753e+00	5.454480e-02	5.455692e-02
5.122997177054254e-06	1.510204e-04	-2.872941e-03	1.060258e+01	5.692747e+00	5.454477e-02	5.455851e-02
5.132151078855415e-06	1.580785e-04	-3.454118e-03	1.039303e+01	5.048812e+00	5.454474e-02	5.456115e-02
5.139561152819744e-06	1.640089e-04	-4.296134e-03	1.022626e+01	4.585927e+00	5.454471e-02	5.456498e-02
5.145003801704850e-06	1.685040e-04	-5.429250e-03	1.010549e+01	4.277812e+00	5.454469e-02	5.457013e-02
5.148994239305220e-06	1.718810e-04	-6.947960e-03	1.001791e+01	4.067974e+00	5.454467e-02	5.457704e-02
5.152022100699178e-06	1.744910e-04	-9.037147e-03	9.951984e+00	3.917039e+00	5.454466e-02	5.458653e-02
5.154430953244618e-06	1.765973e-04	-1.203138e-02	9.899865e+00	3.801527e+00	5.454465e-02	5.460014e-02
5.156453085296509e-06	1.783861e-04	-1.653433e-02	9.856333e+00	3.707199e+00	5.454464e-02	5.459245e-02
5.158240629523832e-06	1.799831e-04	-2.359577e-02	9.818016e+00	3.625260e+00	5.454464e-02	5.459086e-02
5.159880997626651e-06	1.814615e-04	-3.489944e-02	9.782986e+00	3.550524e+00	5.454463e-02	5.471161e-02
5.161332365572362e-06	1.827805e-04	-5.174470e-02	9.752101e+00	3.483879e+00	5.454462e-02	5.486467e-02
5.162956534968787e-06	1.842689e-04	-7.904135e-02	9.717661e+00	3.408083e+00	5.454462e-02	5.494944e-02
5.164762719655050e-06	1.859387e-04	-1.149799e-01	9.679506e+00	3.323069e+00	5.454461e-02	5.505916e-02
5.166790912158241e-06	1.878325e-04	-1.560168e-01	9.636841e+00	3.228689e+00	5.454460e-02	5.524995e-02
5.169011595055446e-06	1.899344e-04	-1.973149e-01	9.590391e+00	3.129559e+00	5.454459e-02	5.544234e-02
5.173452960849855e-06	1.942368e-04	-2.659738e-01	9.498373e+00	2.947744e+00	5.454457e-02	5.575442e-02
5.182335692438675e-06	2.032383e-04	-3.602956e-01	9.317617e+00	2.639001e+00	5.454453e-02	5.618316e-02
5.200101155616313e-06	2.224528e-04	-4.536119e-01	8.965251e+00	2.150604e+00	5.454444e-02	5.660733e-02
5.216343235534240e-06	2.415316e-04	-4.601961e-01	8.653165e+00	1.816475e+00	5.454436e-02	5.663725e-02
5.231911033032024e-06	2.616872e-04	-4.024887e-01	8.364762e+00	1.588650e+00	5.454427e-02	5.637495e-02
5.249366238160729e-06	2.866540e-04	-2.853874e-01	8.052773e+00	1.405575e+00	5.454415e-02	5.584267e-02
5.265865628544126e-06	3.128873e-04	-1.351389e-01	7.768358e+00	1.282369e+00	5.454403e-02	5.515972e-02
5.282876204000968e-06	3.431035e-04	5.323742e-02	7.485627e+00	1.192861e+00	5.454389e-02	5.430347e-02
5.298756816183591e-06	3.749644e-04	2.558611e-01	7.231389e+00	1.133850e+00	5.454375e-02	5.338245e-02
5.318288066183591e-06	4.197868e-04	5.369024e-01	6.930711e+00	1.082131e+00	5.454355e-02	5.210499e-02
5.337819316183591e-06	4.718341e-04	8.544631e-01	6.641969e+00	1.042959e+00	5.454394e-02	5.064032e-02
5.357350566183591e-06	5.333548e-04	1.222522e+00	6.365262e+00	1.009698e+00	5.454429e-02	4.894610e-02
5.376881816183591e-06	6.071100e-04	1.660728e+00	6.100091e+00	9.766420e-01	5.454333e-02	4.697544e-02
5.396413066183591e-06	6.971220e-04	2.184977e+00	5.845976e+00	9.412843e-01	5.454229e-02	4.461370e-02
5.415944316183591e-06	8.094200e-04	2.794732e+00	5.602461e+00	9.045264e-01	5.454351e-02	4.183466e-02
5.435475566183591e-06	9.533429e-04	3.472130e+00	5.369108e+00	8.688397e-01	5.454700e-02	3.874678e-02
5.455006816183591e-06	1.144295e-03	4.190883e+00	5.145502e+00	8.361577e-01	5.455042e-02	3.548575e-02
5.474538066183592e-06	1.410034e-03	4.924210e+00	4.931252e+00	8.072442e-01	5.455452e-02	3.216110e-02
5.494069316183592e-06	1.805407e-03	5.648659e+00	4.725996e+00	7.820437e-01	5.455253e-02	2.886946e-02
5.513600566183592e-06	2.459137e-03	6.345794e+00	4.529428e+00	7.601206e-01	5.454011e-02	2.570083e-02
5.533131816183592e-06	3.614598e-03	7.006224e+00	4.340746e+00	7.407891e-01	5.452902e-02	2.269898e-02
5.546889734045944e-06	5.134585e-03	7.444143e+00	4.212749e+00	7.285290e-01	5.452212e-02	2.070844e-02
5.557474491817158e-06	7.319142e-03	7.762044e+00	4.117615e+00	7.198408e-01	5.452216e-02	1.926335e-02
5.566153520740138e-06	1.057284e-02	8.010169e+00	4.042109e+00	7.131258e-01	5.452131e-02	1.813539e-02
5.573661680688509e-06	1.555901e-02	8.215841e+00	3.979131e+00	7.075787e-01	5.449037e-02	1.720053e-02
5.579964345243278e-06	2.280463e-02	8.382263e+00	3.928704e+00	7.030908e-01	5.444016e-02	1.644417e-02
5.584726112230600e-06	3.230849e-02	8.504166e+00	3.893252e+00	6.997984e-01	5.439585e-02	1.589013e-02
5.588398966947879e-06	4.577694e-02	8.595626e+00	3.869523e+00	6.973218e-01	5.435692e-02	1.547442e-02
5.593078749009105e-06	7.362042e-02	8.709266e+00	3.845366e+00	6.942347e-01	5.426926e-02	1.495787e-02
5.597298873913136e-06	1.081013e-01	8.809041e+00	3.828866e+00	6.915129e-01	5.411152e-02	1.450433e-02
5.602830755506223e-06	1.625689e-01	8.935864e+00	3.812490e+00	6.880336e-01	5.383705e-02	1.392785e-02
5.608888841453265e-06	2.293557e-01	9.069216e+00	3.798654e+00	6.843425e-01	5.351886e-02	1.332171e-02
5.619738275782227e-06	3.595470e-01	9.294803e+00	3.780029e+00	6.780073e-01	5.292105e-02	1.229624e-02
5.633830219320548e-06	5.392672e-01	9.565063e+00	3.762119e+00	6.702335e-01	5.210723e-02	1.106766e-02
5.653361469320548e-06	7.989311e-01	9.901823e+00	3.743690e+00	6.601924e-01	5.092154e-02	9.536803e-03
5.672892719320548e-06	1.064251e+00	1.019876e+01	3.728823e+00	6.509044e-01	4.971023e-02	8.186741e-03
5.692423969320548e-06	1.331657e+00	1.045670e+01	3.715400e+00	6.423463e-01	4.849375e-02	7.014201e-03
5.711955219320548e-06	1.598583e+00	1.067987e+01	3.701781e+00	6.344403e-01	4.727934e-02	5.999980e-03
5.731486469320548e-06	1.863658e+00	1.087231e+01	3.686883e+00	6.271205e-01	4.607456e-02	5.125404e-03
5.751017719320548e-06	2.126334e+00	1.103778e+01	3.669857e+00	6.203294e-01	4.488081e-02	4.373414e-03
5.770548969320548e-06	2.386851e+00	1.117970e+01	3.649889e+00	6.140169e-01	4.369678e-02	3.728388e-03
5.790080219320548e-06	2.646473e+00	1.130119e+01	3.626043e+00	6.081385e-01	4.251643e-02	3.176236e-03
5.809611469320548e-06	2.908024e+00	1.140501e+01	3.597074e+00	6.026550e-01	4.132565e-02	2.704386e-03
5.829142719320548e-06	3.176822e+00	1.149360e+01	3.561159e+00	5.975316e-01	4.009536e-02	2.301731e-03
5.848673969320548e-06	3.462112e+00	1.156911e+01	3.515530e+00	5.927370e-01	3.879324e-02	1.958540e-03
5.868205219320548e-06	3.778006e+00	1.163341e+01	3.456288e+00	5.882437e-01	3.736576e-02	1.666310e-03
5.887736469320548e-06	4.140658e+00	1.168812e+01	3.379286e+00	5.840268e-01	3.572426e-02	1.417647e-03
5.907267719320548e-06	4.560217e+00	1.173464e+01	3.282281e+00	5.800641e-01	3.379939e-02	1.206194e-03
5.926798969320548e-06	5.034078e+00	1.177417e+01	3.166488e+00	5.763355e-01	3.162207e-02	1.026492e-03
5.946330219320548e-06	5.548354e+00	1.180775e+01	3.035837e+00	5.728231e-01	2.929547e-02	8.738411e-04
5.965861469320548e-06	6.084177e+00	1.183627e+01	2.895131e+00	5.695104e-01	2.688217e-02	7.442043e-04
5.985392719320548e-06	6.622841e+00	1.186049e+01	2.748789e+00	5.663827e-01	2.444035e-02	6.341276e-04
6.004923969320549e-06	7.148805e+00	1.188105e+01	2.600333e+00	5.634266e-01	2.205040e-02	5.406704e-04
6.024455219320549e-06	7.650704e+00	1.189851e+01	2.452362e+00	5.606297e-01	1.976846e-02	4.613266e-04
6.043986469320549e-06	8.121000e+00	1.191333e+01	2.306746e+00	5.579808e-01	1.763022e-02	3.939626e-04
6.063517719320549e-06	8.555305e+00	1.192591e+01	2.164821e+00	5.554697e-01	1.565589e-02	3.367641e-04
6.083048969320549e-06	8.951667e+00	1.193660e+01	2.027528e+00	5.530868e-01	1.385427e-02	2.881892e-04
6.102580219320549e-06	9.309942e+00	1.194567e+01	1.895522e+00	5.508235e-01	1.222591e-02	2.469285e-04
6.122111469320549e-06	9.631260e+00	1.195339e+01	1.769240e+00	5.486715e-01	1.076559e-02	2.118707e-04
6.141642719320549e-06	9.917587e+00	1.195994e+01	1.648951e+00	5.466236e-01	9.464338e-03	1.820731e-04
6.161173969320549e-06	1.017140e+01	1.196552e+01	1.534797e+00	5.446728e-01	8.310842e-03	1.567361e-04
6.180705219320549e-06	1.039545e+01	1.197026e+01	1.426819e+00	5.428128e-01	7.292636e-03	1.351817e-04
6.200236469320549e-06	1.059255e+01	1.197430e+01	1.324976e+00	5.410376e-01	6.396888e-03	1.168355e-04
6.219767719320549e-06	1.076548e+01	1.197773e+01	1.229166e+00	5.393416e-01	5.610970e-03	1.012103e-04
6.239298969320549e-06	1.091689e+01	1.198066e+01	1.139241e+00	5.377200e-01	4.922830e-03	8.789368e-05
6.258830219320549e-06	1.104927e+01	1.198316e+01	1.055011e+00	5.361678e-01	4.321218e-03	7.653586e-05
6.278361469320549e-06	1.116487e+01	1.198530e+01	9.762645e-01	5.346808e-01	3.795811e-03	6.684057e-05
6.297892719320549e-06	1.126576e+01	1.198712e+01	9.027667e-01	5.332547e-01	3.337257e-03	5.855680e-05
6.317423969320549e-06	1.135379e+01	1.198868e+01	8.342720e-01	5.318860e-01	2.937170e-03	5.147180e-05
6.336955219320549e-06	1.143060e+01	1.199001e+01	7.705274e-01	5.305710e-01	2.588094e-03	4.540531e-05
6.356486469320549e-06	1.149762e+01	1.199115e+01	7.112769e-01	5.293065e-01	2.283440e-03	4.020453e-05
6.376017719320549e-06	1.155615e+01	1.199214e+01	6.562659e-01	5.280894e-01	2.017419e-03	3.573995e-05
6.395548969320550e-06	1.160730e+01	1.199298e+01	6.052427e-01	5.269169e-01	1.784963e-03	3.190176e-05
6.415080219320550e-06	1.165203e+01	1.199371e+01	5.579622e-01	5.257863e-01	1.581654e-03	2.859682e-05
6.434611469320550e-06	1.169119e+01	1.199434e+01	5.141866e-01	5.246953e-01	1.403648e-03	2.574617e-05
6.454142719320550e-06	1.172552e+01	1.199488e+01	4.736869e-01	5.236416e-01	1.247610e-03	2.328279e-05
6.473673969320550e-06	1.175565e+01	1.199535e+01	4.362438e-01	5.226230e-01	1.110647e-03	2.114980e-05
6.493205219320550e-06	1.178214e+01	1.199575e+01	4.016484e-01	5.216376e-01	9.902592e-04	1.929892e-05
6.512736469320550e-06	1.180546e+01	1.199611e+01	3.697025e-01	5.206835e-01	8.842820e-04	1.768913e-05
6.532267719320550e-06	1.182601e+01	1.199642e+01	3.402183e-01	5.197591e-01	7.908455e-04	1.628559e-05
6.551798969320550e-06	1.184416e+01	1.199669e+01	3.130192e-01	5.188627e-01	7.083338e-04	1.505867e-05
6.571330219320550e-06	1.186022e+01	1.199692e+01	2.879387e-01	5.179929e-01	6.353501e-04	1.398319e-05
6.590861469320550e-06	1.187445e+01	1.199713e+01	2.648209e-01	5.171483e-01	5.706873e-04	1.303771e-05
6.610392719320550e-06	1.188707e+01	1.199731e+01	2.435199e-01	5.163275e-01	5.133011e-04	1.220398e-05
6.629923969320550e-06	1.189830e+01	1.199748e+01	2.238991e-01	5.155294e-01	4.622880e-04	1.146645e-05
6.649455219320550e-06	1.190829e+01	1.199762e+01	2.058315e-01	5.147529e-01	4.168654e-04	1.081185e-05
6.668986469320550e-06	1.191720e+01	1.199775e+01	1.891986e-01	5.139968e-01	3.763547e-04	1.022889e-05
6.688517719320550e-06	1.192516e+01	1.199786e+01	1.738901e-01	5.132603e-01	3.401669e-04	9.707898e-06
6.708048969320550e-06	1.193229e+01	1.199797e+01	1.598039e-01	5.125424e-01	3.077903e-04	9.240624e-06
6.727580219320550e-06	1.193867e+01	1.199806e+01	1.468450e-01	5.118421e-01	2.787794e-04	8.820007e-06
6.747111469320550e-06	1.194440e+01	1.199814e+01	1.349254e-01	5.111588e-01	2.527462e-04	8.440001e-06
6.766642719320551e-06	1.194954e+01	1.199822e+01	1.239635e-01	5.104917e-01	2.293518e-04	8.095423e-06
6.786173969320551e-06	1.195417e+01	1.199829e+01	1.138841e-01	5.098400e-01	2.083001e-04	7.781828e-06
6.805705219320551e-06	1.195835e+01	1.199835e+01	1.046174e-01	5.092030e-01	1.893319e-04	7.495393e-06
6.825236469320551e-06	1.196211e+01	1.199841e+01	9.609894e-02	5.085802e-01	1.722195e-04	7.232828e-06
6.844767719320551e-06	1.196551e+01	1.199846e+01	8.826926e-02	5.079709e-01	1.567631e-04	6.991303e-06
6.864298969320551e-06	1.196859e+01	1.199851e+01	8.107346e-02	5.073746e-01	1.427867e-04	6.768371e-06
6.883830219320551e-06	1.197137e+01	1.199856e+01	7.446085e-02	5.067908e-01	1.301353e-04	6.561921e-06
6.903361469320551e-06	1.197389e+01	1.199860e+01	6.838473e-02	5.062189e-01	1.186716e-04	6.370122e-06
6.922892719320551e-06	1.197618e+01	1.199864e+01	6.280202e-02	5.056584e-01	1.082743e-04	6.191388e-06
6.942423969320551e-06	1.197826e+01	1.199867e+01	5.767305e-02	5.051091e-01	9.883594e-05	6.024342e-06
6.961955219320551e-06	1.198014e+01	1.199871e+01	5.296126e-02	5.045703e-01	9.026084e-05	5.867782e-06
6.981486469320551e-06	1.198186e+01	1.199874e+01	4.863299e-02	5.040418e-01	8.246399e-05	5.720660e-06
7.001017719320551e-06	1.198342e+01	1.199877e+01	4.465726e-02	5.035231e-01	7.536960e-05	5.582061e-06
7.020548969320551e-06	1.198484e+01	1.199880e+01	4.100554e-02	5.030139e-01	6.891000e-05	5.451183e-06
7.040080219320551e-06	1.198613e+01	1.199883e+01	3.765158e-02	5.025139e-01	6.302467e-05	5.327319e-06
7.059611469320551e-06	1.198732e+01	1.199885e+01	3.457125e-02	5.020227e-01	5.765940e-05	5.209849e-06
7.079142719320551e-06	1.198839e+01	1.199888e+01	3.174232e-02	5.015401e-01	5.276556e-05	5.098225e-06
7.098673969320551e-06	1.198937e+01	1.199890e+01	2.914439e-02	5.010656e-01	4.829948e-05	4.991962e-06
7.118205219320551e-06	1.199027e+01	1.199892e+01	2.675866e-02	5.005991e-01	4.422184e-05	4.890628e-06
7.137736469320551e-06	1.199109e+01	1.199895e+01	2.456787e-02	5.001404e-01	4.049725e-05	4.793840e-06
7.157267719320552e-06	1.199184e+01	1.199897e+01	2.255615e-02	4.996891e-01	3.709378e-05	4.701255e-06
7.176798969320552e-06	1.199252e+01	1.199899e+01	2.070891e-02	4.992450e-01	3.398257e-05	4.612567e-06
7.196330219320552e-06	1.199315e+01	1.199900e+01	1.901275e-02	4.988080e-01	3.113758e-05	4.527502e-06
7.215861469320552e-06	1.199372e+01	1.199902e+01	1.745533e-02	4.983777e-01	2.853518e-05	4.445813e-06
7.235392719320552e-06	1.199425e+01	1.199904e+01	1.602534e-02	4.979540e-01	2.615401e-05	4.367276e-06
7.254923969320552e-06	1.199473e+01	1.199906e+01	1.471237e-02	4.975366e-01	2.397467e-05	4.291688e-06
7.274455219320552e-06	1.199516e+01	1.199907e+01	1.350687e-02	4.971254e-01	2.197956e-05	4.218866e-06
7.293986469320552e-06	1.199557e+01	1.199909e+01	1.240006e-02	4.967203e-01	2.015270e-05	4.148646e-06
7.313517719320552e-06	1.199593e+01	1.199910e+01	1.138388e-02	4.963210e-01	1.847954e-05	4.080872e-06
7.333048969320552e-06	1.199627e+01	1.199912e+01	1.045091e-02	4.959273e-01	1.694687e-05	4.015406e-06
7.352580219320552e-06	1.199658e+01	1.199913e+01	9.594348e-03	4.955391e-01	1.554263e-05	3.952121e-06
7.372111469320552e-06	1.199686e+01	1.199914e+01	8.807948e-03	4.951563e-01	1.425585e-05	3.890900e-06
7.391642719320552e-06	1.199712e+01	1.199916e+01	8.085969e-03	4.947787e-01	1.307654e-05	3.831633e-06
7.411173969320552e-06	1.199736e+01	1.199917e+01	7.423139e-03	4.944062e-01	1.199557e-05	3.774222e-06
7.430705219320552e-06	1.199758e+01	1.199918e+01	6.814617e-03	4.940386e-01	1.100462e-05	3.718574e-06
7.450236469320552e-06	1.199778e+01	1.199919e+01	6.255958e-03	4.936758e-01	1.009608e-05	3.664602e-06
7.469767719320552e-06	1.199796e+01	1.199920e+01	5.743080e-03	4.933177e-01	9.263015e-06	3.612227e-06
7.489298969320552e-06	1.199813e+01	1.199922e+01	5.272233e-03	4.929641e-01	8.499082e-06	3.561375e-06
7.508830219320552e-06	1.199828e+01	1.199923e+01	4.839976e-03	4.926150e-01	7.798480e-06	3.511976e-06
7.528361469320553e-06	1.199843e+01	1.199924e+01	4.443148e-03	4.922703e-01	7.155905e-06	3.463966e-06
7.547892719320553e-06	1.199856e+01	1.199925e+01	4.078846e-03	4.919298e-01	6.566510e-06	3.417284e-06
7.567423969320553e-06	1.199867e+01	1.199926e+01	3.744407e-03	4.915934e-01	6.025855e-06	3.371873e-06
7.586955219320553e-06	1.199878e+01	1.199927e+01	3.437383e-03	4.912610e-01	5.529879e-06	3.327679e-06
7.606486469320553e-06	1.199888e+01	1.199928e+01	3.155528e-03	4.909326e-01	5.074864e-06	3.284654e-06
7.626017719320553e-06	1.199898e+01	1.199929e+01	2.896780e-03	4.906080e-01	4.657404e-06	3.242747e-06
7.645548969320552e-06	1.199906e+01	1.199930e+01	2.659245e-03	4.902871e-01	4.274382e-06	3.201916e-06
7.665080219320551e-06	1.199914e+01	1.199930e+01	2.441185e-03	4.899700e-01	3.922940e-06	3.162118e-06
7.684611469320550e-06	1.199921e+01	1.199931e+01	2.241003e-03	4.896564e-01	3.600464e-06	3.123314e-06
7.704142719320550e-06	1.199927e+01	1.199932e+01	2.057234e-03	4.893463e-01	3.304554e-06	3.085466e-06
7.723673969320549e-06	1.199933e+01	1.199933e+01	1.888533e-03	4.890396e-01	3.033012e-06	3.048536e-06
7.743205219320548e-06	1.199939e+01	1.199934e+01	1.733664e-03	4.887363e-01	2.783824e-06	3.012493e-06
7.762736469320547e-06	1.199944e+01	1.199934e+01	1.591494e-03	4.884363e-01	2.555143e-06	2.977304e-06
7.782267719320546e-06	1.199948e+01	1.199935e+01	1.460982e-03	4.881394e-01	2.345276e-06	2.942937e-06
7.801798969320546e-06	1.199953e+01	1.199936e+01	1.341171e-03	4.878457e-01	2.152671e-06	2.909364e-06
7.821330219320545e-06	1.199957e+01	1.199937e+01	1.231186e-03	4.875551e-01	1.975904e-06	2.876558e-06
7.840861469320544e-06	1.199960e+01	1.199937e+01	1.130219e-03	4.872675e-01	1.813669e-06	2.844492e-06
7.860392719320543e-06	1.199963e+01	1.199938e+01	1.037531e-03	4.869829e-01	1.664769e-06	2.813140e-06
7.879923969320542e-06	1.199966e+01	1.199939e+01	9.524442e-04	4.867011e-01	1.528106e-06	2.782479e-06
7.899455219320542e-06	1.199969e+01	1.199939e+01	8.743349e-04	4.864222e-01	1.402672e-06	2.752487e-06
7.918986469320541e-06	1.199972e+01	1.199940e+01	8.026310e-04	4.861460e-01	1.287542e-06	2.723140e-06
7.938517719320540e-06	1.199974e+01	1.199941e+01	7.368072e-04	4.858725e-01	1.181870e-06	2.694418e-06
7.958048969320539e-06	1.199976e+01	1.199941e+01	6.763813e-04	4.856017e-01	1.084876e-06	2.666302e-06
7.977580219320538e-06	1.199978e+01	1.199942e+01	6.209108e-04	4.853336e-01	9.958484e-07	2.638772e-06
7.997111469320538e-06	1.199980e+01	1.199943e+01	5.699894e-04	4.850680e-01	9.141302e-07	2.611809e-06
8.016642719320537e-06	1.199982e+01	1.199943e+01	5.232439e-04	4.848049e-01	8.391212e-07	2.585396e-06
8.036173969320536e-06	1.199983e+01	1.199944e+01	4.803319e-04	4.845442e-01	7.702703e-07	2.559517e-06
8.055705219320535e-06	1.199984e+01	1.199944e+01	4.409392e-04	4.842860e-01	7.070713e-07	2.534156e-06
8.075236469320534e-06	1.199986e+01	1.199945e+01	4.047769e-04	4.840302e-01	6.490598e-07	2.509295e-06
8.094767719320534e-06	1.199987e+01	1.199945e+01	3.715804e-04	4.837767e-01	5.958097e-07	2.484921e-06
8.114298969320533e-06	1.199988e+01	1.199946e+01	3.411063e-04	4.835255e-01	5.469298e-07	2.461020e-06
8.133830219320532e-06	1.199989e+01	1.199946e+01	3.131314e-04	4.832766e-01	5.020614e-07	2.437579e-06
8.153361469320531e-06	1.199990e+01	1.199947e+01	2.874507e-04	4.830298e-01	4.608750e-07	2.414583e-06
8.172892719320530e-06	1.199991e+01	1.199947e+01	2.638762e-04	4.827853e-01	4.230683e-07	2.392019e-06
8.192423969320530e-06	1.199992e+01	1.199948e+01	2.422350e-04	4.825428e-01	3.883639e-07	2.369877e-06
8.211955219320529e-06	1.199992e+01	1.199948e+01	2.223687e-04	4.823025e-01	3.565072e-07	2.348143e-06
8.231486469320528e-06	1.199993e+01	1.199949e+01	2.041316e-04	4.820642e-01	3.272638e-07	2.326807e-06
8.251017719320527e-06	1.199993e+01	1.199949e+01	1.873901e-04	4.818279e-01	3.004195e-07	2.305859e-06
8.270548969320527e-06	1.199994e+01	1.199950e+01	1.720217e-04	4.815937e-01	2.757781e-07	2.285287e-06
8.290080219320526e-06	1.199994e+01	1.199950e+01	1.579137e-04	4.813614e-01	2.531583e-07	2.265081e-06
8.309611469320525e-06	1.199995e+01	1.199951e+01	1.449627e-04	4.811310e-01	2.323942e-07	2.245232e-06
8.329142719320524e-06	1.199995e+01	1.199951e+01	1.330739e-04	4.809025e-01	2.133335e-07	2.225730e-06
8.348673969320523e-06	1.199996e+01	1.199951e+01	1.221600e-04	4.806759e-01	1.958362e-07	2.206565e-06
8.368205219320523e-06	1.199996e+01	1.199952e+01	1.121413e-04	4.804511e-01	1.797740e-07	2.187730e-06
8.387736469320522e-06	1.199996e+01	1.199952e+01	1.029442e-04	4.802281e-01	1.650297e-07	2.169216e-06
8.407267719320521e-06	1.199997e+01	1.199953e+01	9.450142e-05	4.800069e-01	1.514947e-07	2.151015e-06
8.426798969320520e-06	1.199997e+01	1.199953e+01	8.675104e-05	4.797874e-01	1.390699e-07	2.133118e-06
8.465861469320519e-06	1.199997e+01	1.199954e+01	7.310504e-05	4.793535e-01	1.171940e-07	2.098210e-06
8.504923969320517e-06	1.199998e+01	1.199955e+01	6.160555e-05	4.789264e-01	9.876015e-08	2.064431e-06
8.543986469320515e-06	1.199998e+01	1.199955e+01	5.191494e-05	4.785057e-01	8.322651e-08	2.031730e-06
8.583048969320514e-06	1.199998e+01	1.199956e+01	4.374867e-05	4.780913e-01	7.013669e-08	2.000055e-06
8.622111469320512e-06	1.199999e+01	1.199957e+01	3.686696e-05	4.776829e-01	5.910536e-08	1.969357e-06
8.661173969320511e-06	1.199999e+01	1.199957e+01	3.106775e-05	4.772805e-01	4.980941e-08	1.939593e-06
8.700236469320509e-06	1.199999e+01	1.199958e+01	2.618076e-05	4.768838e-01	4.197566e-08	1.910720e-06
8.739298969320507e-06	1.199999e+01	1.199959e+01	2.206249e-05	4.764926e-01	3.537500e-08	1.882699e-06
8.797892719320505e-06	1.199999e+01	1.199959e+01	1.706723e-05	4.759160e-01	2.736826e-08	1.842183e-06
8.856486469320503e-06	1.200000e+01	1.199960e+01	1.320297e-05	4.753511e-01	2.117448e-08	1.803383e-06
8.915080219320500e-06	1.200000e+01	1.199961e+01	1.021363e-05	4.747975e-01	1.638312e-08	1.766192e-06
8.973673969320498e-06	1.200000e+01	1.199962e+01	7.901118e-06	4.742546e-01	1.267632e-08	1.730512e-06
9.021107005034782e-06	1.200000e+01	1.199963e+01	6.515874e-06	4.738232e-01	1.045608e-08	1.702767e-06
9.068540040749065e-06	1.200000e+01	1.199963e+01	5.303973e-06	4.733980e-01	8.513640e-09	1.675811e-06
9.115973076463350e-06	1.200000e+01	1.199964e+01	4.265414e-06	4.729788e-01	6.849015e-09	1.649644e-06
9.163406112177632e-06	1.200000e+01	1.199964e+01	3.400198e-06	4.725658e-01	5.462202e-09	1.624266e-06
9.210839147891917e-06	1.200000e+01	1.199965e+01	2.708325e-06	4.721589e-01	4.353200e-09	1.599677e-06
9.258272183606202e-06	1.200000e+01	1.199965e+01	2.189794e-06	4.717581e-01	3.522009e-09	1.575877e-06
9.305705219320484e-06	1.200000e+01	1.199966e+01	1.844606e-06	4.713634e-01	2.968629e-09	1.552865e-06
9.394990933606194e-06	1.200000e+01	1.199967e+01	1.341727e-06	4.706366e-01	2.162675e-09	1.511540e-06
9.484276647891906e-06	1.200000e+01	1.199968e+01	9.243170e-07	4.699262e-01	1.493687e-09	1.472028e-06
9.573562362177616e-06	1.200000e+01	1.199968e+01	5.923761e-07	4.692323e-01	9.616655e-10	1.434332e-06
9.662848076463327e-06	1.200000e+01	1.199969e+01	3.459040e-07	4.685548e-01	5.666097e-10	1.398451e-06
9.752133790749037e-06	1.200000e+01	1.199970e+01	1.849007e-07	4.678938e-01	3.085201e-10	1.364384e-06
9.841419505034749e-06	1.200000e+01	1.199971e+01	1.093663e-07	4.672492e-01	1.873965e-10	1.332133e-06
9.930705219320459e-06	1.200000e+01	1.199971e+01	1.193008e-07	4.666210e-01	2.032390e-10	1.301696e-06
9.980468750000000e-06	1.200000e+01	1.199972e+01	9.584999e-08	4.662758e-01	1.659941e-10	1.285152e-06
