time	V(vdrain)	V(vdrain_totem)	V(vgate)	V(vgate_totem)	Id(Mosfet)	Id(Mosfet_totem)
9.999999999999999e-06	1.200000e+01	1.199972e+01	8.413910e-08	4.661418e-01	2.425590e-10	1.277658e-06
1.000004296961215e-05	1.200000e+01	1.199972e+01	2.049803e-04	4.661905e-01	-4.084590e-09	1.277375e-06
1.000012890883644e-05	1.200000e+01	1.199972e+01	6.183112e-04	4.663208e-01	-1.821200e-08	1.273851e-06
1.000019437317269e-05	1.200001e+01	1.199972e+01	9.375343e-04	4.664474e-01	-3.580430e-08	1.268263e-06
1.000025951182887e-05	1.200001e+01	1.199972e+01	1.261316e-03	4.665927e-01	-6.294523e-08	1.258487e-06
1.000038978914124e-05	1.200003e+01	1.199973e+01	1.927348e-03	4.669077e-01	-1.461492e-07	1.224962e-06
1.000065034376597e-05	1.200009e+01	1.199976e+01	3.324864e-03	4.675992e-01	-4.148642e-07	1.105856e-06
1.000111937940473e-05	1.200027e+01	1.199984e+01	6.042575e-03	4.689971e-01	-1.213366e-06	7.248065e-07
1.000184803943687e-05	1.200072e+01	1.200007e+01	1.079128e-02	4.715066e-01	-3.269687e-06	-3.125264e-07
1.000306416798767e-05	1.200197e+01	1.200072e+01	2.018035e-02	4.765292e-01	-8.948085e-06	-3.287036e-06
1.000512617373263e-05	1.200546e+01	1.200259e+01	4.023497e-02	4.872597e-01	-2.482882e-05	-1.177543e-05
1.000864368147122e-05	1.201456e+01	1.200748e+01	8.402759e-02	5.106047e-01	-6.616108e-05	-3.401529e-05
1.001217278976899e-05	1.202725e+01	1.201433e+01	1.391059e-01	5.399858e-01	-1.238573e-04	-6.511449e-05
1.001517313532171e-05	1.204128e+01	1.202193e+01	1.963002e-01	5.708407e-01	-1.876521e-04	-9.967230e-05
1.001857297296720e-05	1.206078e+01	1.203264e+01	2.729263e-01	6.132268e-01	-2.762759e-04	-1.483831e-04
1.002240111032701e-05	1.208671e+01	1.204766e+01	3.726440e-01	6.739938e-01	-3.941172e-04	-2.166437e-04
1.002631764824155e-05	1.211682e+01	1.207110e+01	4.870806e-01	8.272350e-01	-5.310055e-04	-3.231931e-04
1.002812361013834e-05	1.213211e+01	1.209926e+01	5.448121e-01	1.071444e+00	-6.005138e-04	-4.511677e-04
1.002996151557627e-05	1.214878e+01	1.216017e+01	6.075360e-01	1.518426e+00	-6.762727e-04	-7.280254e-04
1.003146017177582e-05	1.216301e+01	1.223761e+01	6.610360e-01	1.945222e+00	-7.409716e-04	-1.082153e-03
1.003298717653216e-05	1.217812e+01	1.233935e+01	7.177750e-01	2.403509e+00	-8.096303e-04	-1.548009e-03
1.003436333412340e-05	1.219224e+01	1.244614e+01	7.708299e-01	2.828007e+00	-8.738347e-04	-2.033347e-03
1.003598350060521e-05	1.220950e+01	1.258605e+01	8.356754e-01	3.333965e+00	-9.522840e-04	-2.667415e-03
1.003785731736208e-05	1.223027e+01	1.276079e+01	9.137717e-01	3.922155e+00	-1.046687e-03	-3.460489e-03
1.004024463255278e-05	1.225783e+01	1.296734e+01	1.017526e+00	4.667969e+00	-1.171946e-03	-4.397644e-03
1.004225622518218e-05	1.228190e+01	1.281494e+01	1.108294e+00	5.284395e+00	-1.281378e-03	-3.658254e-03
1.004339921358540e-05	1.229601e+01	1.189395e+01	1.161571e+00	5.614290e+00	-1.345520e-03	9.521221e-04
1.004455800720402e-05	1.231068e+01	9.813269e+00	1.216998e+00	5.919642e+00	-1.412160e-03	1.088298e-02
1.004577690545735e-05	1.232639e+01	7.193850e+00	1.276482e+00	6.217011e+00	-1.483594e-03	2.124039e-02
1.004668547265409e-05	1.233832e+01	5.637354e+00	1.321682e+00	6.426510e+00	-1.537809e-03	2.546033e-02
1.004775230306406e-05	1.235256e+01	4.475293e+00	1.375712e+00	6.662470e+00	-1.602536e-03	2.986949e-02
1.004869208074862e-05	1.236525e+01	3.776912e+00	1.423921e+00	6.866040e+00	-1.660238e-03	3.698027e-02
1.004880476251002e-05	1.236679e+01	3.708469e+00	1.429758e+00	6.889792e+00	-1.667220e-03	3.766248e-02
1.004903012603283e-05	1.236988e+01	3.581005e+00	1.441516e+00	6.936522e+00	-1.681276e-03	3.826142e-02
1.004948085307844e-05	1.237610e+01	3.330231e+00	1.465158e+00	7.029649e+00	-1.709528e-03	3.939920e-02
1.005000000000000e-05	1.238329e+01	3.044134e+00	1.492522e+00	7.135545e+00	-1.742214e-03	4.071261e-02
1.005005191469216e-05	1.238401e+01	3.015562e+00	1.495029e+00	7.145817e+00	-1.745497e-03	4.083974e-02
1.005015574407647e-05	1.238545e+01	2.958369e+00	1.500043e+00	7.166077e+00	-1.752058e-03	4.109831e-02
1.005036340284509e-05	1.238833e+01	2.843453e+00	1.510060e+00	7.205457e+00	-1.765147e-03	4.162043e-02
1.005077872038234e-05	1.239406e+01	2.610646e+00	1.530057e+00	7.280163e+00	-1.791192e-03	4.267832e-02
1.005160935545684e-05	1.240541e+01	2.131041e+00	1.569900e+00	7.414937e+00	-1.842755e-03	4.485855e-02
1.005327062560583e-05	1.242781e+01	1.137230e+00	1.649213e+00	7.651052e+00	-1.944587e-03	4.937623e-02
1.005420604304538e-05	1.244026e+01	5.705659e-01	1.693658e+00	7.767718e+00	-2.001188e-03	5.195199e-02
1.005470019175498e-05	1.244677e+01	2.948307e-01	1.717041e+00	7.825308e+00	-2.030758e-03	5.320533e-02
1.005496152400185e-05	1.245019e+01	1.850749e-01	1.729378e+00	7.857608e+00	-2.046297e-03	5.370421e-02
1.005518171054419e-05	1.245305e+01	1.282015e-01	1.739758e+00	7.887243e+00	-2.059338e-03	5.396272e-02
1.005539801877874e-05	1.245586e+01	9.562220e-02	1.749944e+00	7.917664e+00	-2.072111e-03	5.410369e-02
1.005558646631453e-05	1.245831e+01	7.849769e-02	1.758809e+00	7.944679e+00	-2.083208e-03	5.416022e-02
1.005579496759370e-05	1.246100e+01	6.641085e-02	1.768607e+00	7.974891e+00	-2.095453e-03	5.419054e-02
1.005601047753501e-05	1.246378e+01	5.778189e-02	1.778724e+00	8.006293e+00	-2.108072e-03	5.422016e-02
1.005627683632564e-05	1.246720e+01	5.012433e-02	1.791212e+00	8.045252e+00	-2.123616e-03	5.424467e-02
1.005659915286643e-05	1.247132e+01	4.328479e-02	1.806302e+00	8.092504e+00	-2.142350e-03	5.425057e-02
1.005700303824161e-05	1.247646e+01	3.699397e-02	1.825176e+00	8.151736e+00	-2.165707e-03	5.423056e-02
1.005752813175788e-05	1.248310e+01	3.102436e-02	1.849658e+00	8.228575e+00	-2.195888e-03	5.419456e-02
1.005811133534359e-05	1.249041e+01	2.623849e-02	1.876776e+00	8.313396e+00	-2.229155e-03	5.416402e-02
1.005887371262987e-05	1.249990e+01	2.174266e-02	1.912108e+00	8.423099e+00	-2.272256e-03	5.413850e-02
1.005966627004797e-05	1.250965e+01	1.838442e-02	1.948696e+00	8.535155e+00	-2.316579e-03	5.411587e-02
1.006076571472168e-05	1.252301e+01	1.504713e-02	1.999220e+00	8.686827e+00	-2.377301e-03	5.408887e-02
1.006182274548074e-05	1.253566e+01	1.272189e-02	2.047540e+00	8.827722e+00	-2.434833e-03	5.410687e-02
1.006320686928544e-05	1.255196e+01	1.052768e-02	2.110430e+00	9.004083e+00	-2.508905e-03	5.421452e-02
1.006465876481258e-05	1.256873e+01	8.837030e-03	2.175946e+00	9.178959e+00	-2.585127e-03	5.431342e-02
1.006640510598308e-05	1.258845e+01	7.347411e-03	2.254129e+00	9.375150e+00	-2.674792e-03	5.433129e-02
1.006832086903230e-05	1.260956e+01	6.133873e-03	2.339148e+00	9.573382e+00	-2.770747e-03	5.435529e-02
1.007042425409357e-05	1.263209e+01	5.142989e-03	2.431561e+00	9.770553e+00	-2.873137e-03	5.438009e-02
1.007290606180196e-05	1.265779e+01	4.276226e-03	2.539323e+00	9.976662e+00	-2.989936e-03	5.444597e-02
1.007611296499618e-05	1.268976e+01	3.442760e-03	2.676764e+00	1.020833e+01	-3.135272e-03	5.452980e-02
1.007905991666720e-05	1.271775e+01	2.884999e-03	2.800988e+00	1.038644e+01	-3.262516e-03	5.453234e-02
1.008412621149797e-05	1.276317e+01	2.206060e-03	3.010417e+00	1.063300e+01	-3.468964e-03	5.453542e-02
1.008903092145270e-05	1.280401e+01	1.751663e-03	3.208240e+00	1.081563e+01	-3.654584e-03	5.453749e-02
1.009652338669482e-05	1.286078e+01	1.302534e-03	3.501490e+00	1.101466e+01	-3.912627e-03	5.453953e-02
1.010392019255367e-05	1.290672e+01	1.011512e-03	3.781790e+00	1.115302e+01	-4.110582e-03	5.451132e-02
1.010959913487077e-05	1.287623e+01	8.653993e-04	3.984877e+00	1.122684e+01	-3.962965e-03	5.448931e-02
1.011443358283276e-05	1.259964e+01	7.793010e-04	4.130131e+00	1.127270e+01	-2.715240e-03	5.451691e-02
1.011887718760106e-05	1.188707e+01	7.207153e-04	4.215615e+00	1.130525e+01	5.945752e-04	5.454218e-02
1.012329044069454e-05	1.075691e+01	6.763037e-04	4.250878e+00	1.133087e+01	5.813784e-03	5.454238e-02
1.012772956007058e-05	9.498116e+00	6.423653e-04	4.258337e+00	1.135135e+01	1.146742e-02	5.454253e-02
1.013336184726215e-05	8.064627e+00	6.102883e-04	4.256826e+00	1.137172e+01	1.789066e-02	5.454268e-02
1.013973250074902e-05	6.778386e+00	5.843728e-04	4.251965e+00	1.138926e+01	2.371228e-02	5.454280e-02
1.014818141975227e-05	5.546726e+00	5.610206e-04	4.243726e+00	1.140635e+01	2.923164e-02	5.454291e-02
1.015661939832767e-05	4.732301e+00	5.459533e-04	4.236404e+00	1.141846e+01	3.289257e-02	5.454297e-02
1.016795609114729e-05	4.028601e+00	5.335544e-04	4.230556e+00	1.142966e+01	3.615483e-02	5.454303e-02
1.017882002067193e-05	3.545690e+00	5.264943e-04	4.228728e+00	1.143692e+01	3.841116e-02	5.454306e-02
1.019426158226371e-05	2.988079e+00	5.208945e-04	4.229018e+00	1.144373e+01	4.096309e-02	5.454309e-02
1.020939469777932e-05	2.489756e+00	5.178570e-04	4.230375e+00	1.144817e+01	4.322838e-02	5.454310e-02
1.022892594777932e-05	1.874108e+00	5.158068e-04	4.232856e+00	1.145197e+01	4.602678e-02	5.454311e-02
1.024845719777932e-05	1.268429e+00	5.146897e-04	4.235846e+00	1.145466e+01	4.877987e-02	5.454312e-02
1.026798844777932e-05	6.716397e-01	5.140698e-04	4.241763e+00	1.145666e+01	5.149245e-02	5.454312e-02
1.028751969777932e-05	1.183863e-01	5.136522e-04	4.270584e+00	1.145832e+01	5.400175e-02	5.454312e-02
1.029224381071885e-05	3.448547e-02	5.136509e-04	4.304499e+00	1.145867e+01	5.438196e-02	5.454312e-02
1.029396496712192e-05	2.603344e-02	5.134870e-04	4.328762e+00	1.145880e+01	5.442513e-02	5.454312e-02
1.029470074168918e-05	2.490132e-02	5.135458e-04	4.340438e+00	1.145885e+01	5.443223e-02	5.454312e-02
1.029551878340971e-05	2.313776e-02	5.135757e-04	4.353119e+00	1.145891e+01	5.444013e-02	5.454312e-02
1.029639488442556e-05	2.156288e-02	5.135518e-04	4.366846e+00	1.145897e+01	5.444729e-02	5.454312e-02
1.029720710490584e-05	2.029080e-02	5.135536e-04	4.379651e+00	1.145902e+01	5.445313e-02	5.454312e-02
1.029808861148344e-05	1.906839e-02	5.135231e-04	4.393608e+00	1.145908e+01	5.445870e-02	5.454312e-02
1.029899678181779e-05	1.794599e-02	5.135268e-04	4.408032e+00	1.145915e+01	5.446381e-02	5.454312e-02
1.029995315542544e-05	1.689402e-02	5.135003e-04	4.423263e+00	1.145921e+01	5.446859e-02	5.454312e-02
1.030100274841801e-05	1.586869e-02	5.135040e-04	4.440011e+00	1.145928e+01	5.447323e-02	5.454312e-02
1.030216332488060e-05	1.486723e-02	5.134773e-04	4.458556e+00	1.145936e+01	5.447776e-02	5.454312e-02
1.030349738061854e-05	1.386000e-02	5.134766e-04	4.479892e+00	1.145945e+01	5.448228e-02	5.454312e-02
1.030508861484927e-05	1.282354e-02	5.134477e-04	4.505347e+00	1.145956e+01	5.448688e-02	5.454312e-02
1.030706841455608e-05	1.173481e-02	5.134388e-04	4.536997e+00	1.145969e+01	5.449155e-02	5.454312e-02
1.030967524944549e-05	1.056294e-02	5.134040e-04	4.578591e+00	1.145985e+01	5.449610e-02	5.454312e-02
1.031333787858072e-05	9.280578e-03	5.133784e-04	4.636789e+00	1.146009e+01	5.449937e-02	5.454312e-02
1.031891241154439e-05	7.831189e-03	5.133260e-04	4.724748e+00	1.146043e+01	5.450009e-02	5.454312e-02
1.032566283563964e-05	6.566705e-03	5.132745e-04	4.830179e+00	1.146084e+01	5.450083e-02	5.454312e-02
1.033305995989086e-05	5.587957e-03	5.132201e-04	4.944141e+00	1.146127e+01	5.450355e-02	5.454312e-02
1.034203513288081e-05	4.746839e-03	5.131633e-04	5.080098e+00	1.146178e+01	5.450579e-02	5.454312e-02
1.035251109157173e-05	4.047379e-03	5.131010e-04	5.235560e+00	1.146235e+01	5.450584e-02	5.454312e-02
1.036529621530440e-05	3.440506e-03	5.130349e-04	5.420647e+00	1.146302e+01	5.450478e-02	5.454312e-02
1.037998963789299e-05	2.945024e-03	5.129651e-04	5.627084e+00	1.146377e+01	5.450292e-02	5.454312e-02
1.039820870763150e-05	2.507912e-03	5.128889e-04	5.874245e+00	1.146465e+01	5.450137e-02	5.454312e-02
1.041773995763150e-05	2.168491e-03	5.128143e-04	6.129114e+00	1.146556e+01	5.450585e-02	5.454312e-02
1.043727120763150e-05	1.917209e-03	5.127460e-04	6.373593e+00	1.146643e+01	5.451555e-02	5.454312e-02
1.045680245763150e-05	1.724726e-03	5.126826e-04	6.607916e+00	1.146726e+01	5.452407e-02	5.454312e-02
1.047633370763150e-05	1.572549e-03	5.126231e-04	6.832498e+00	1.146807e+01	5.452941e-02	5.454312e-02
1.049586495763150e-05	1.449274e-03	5.125669e-04	7.047738e+00	1.146885e+01	5.453276e-02	5.454313e-02
1.051539620763150e-05	1.347445e-03	5.125135e-04	7.254021e+00	1.146961e+01	5.453499e-02	5.454313e-02
1.053492745763149e-05	1.261971e-03	5.124625e-04	7.451718e+00	1.147035e+01	5.453655e-02	5.454313e-02
1.055445870763149e-05	1.189258e-03	5.124137e-04	7.641185e+00	1.147106e+01	5.453768e-02	5.454313e-02
1.057398995763149e-05	1.126695e-03	5.123668e-04	7.822762e+00	1.147175e+01	5.453853e-02	5.454313e-02
1.059352120763149e-05	1.072337e-03	5.123217e-04	7.996779e+00	1.147242e+01	5.453918e-02	5.454313e-02
1.061305245763149e-05	1.024708e-03	5.122782e-04	8.163549e+00	1.147308e+01	5.453970e-02	5.454313e-02
1.063258370763149e-05	9.826658e-04	5.122363e-04	8.323374e+00	1.147372e+01	5.454011e-02	5.454313e-02
1.065211495763149e-05	9.453130e-04	5.121959e-04	8.476542e+00	1.147434e+01	5.454046e-02	5.454313e-02
1.067164620763149e-05	9.119339e-04	5.121567e-04	8.623329e+00	1.147495e+01	5.454074e-02	5.454313e-02
1.069117745763149e-05	8.819520e-04	5.121188e-04	8.764004e+00	1.147554e+01	5.454098e-02	5.454313e-02
1.073023995763149e-05	8.303798e-04	5.120464e-04	9.028016e+00	1.147669e+01	5.454136e-02	5.454313e-02
1.078883370763148e-05	7.690906e-04	5.119455e-04	9.384207e+00	1.147831e+01	5.454177e-02	5.454313e-02
1.084742745763148e-05	7.216892e-04	5.118526e-04	9.697712e+00	1.147984e+01	5.454206e-02	5.454313e-02
1.090602120763148e-05	6.842089e-04	5.117665e-04	9.973646e+00	1.148127e+01	5.454227e-02	5.454313e-02
1.096461495763148e-05	6.540522e-04	5.116863e-04	1.021651e+01	1.148263e+01	5.454243e-02	5.454313e-02
1.102320870763148e-05	6.294462e-04	5.116112e-04	1.043027e+01	1.148392e+01	5.454256e-02	5.454313e-02
1.108180245763147e-05	6.091392e-04	5.115407e-04	1.061840e+01	1.148515e+01	5.454266e-02	5.454313e-02
1.114039620763147e-05	5.922217e-04	5.114743e-04	1.078399e+01	1.148632e+01	5.454275e-02	5.454313e-02
1.119898995763147e-05	5.780176e-04	5.114115e-04	1.092974e+01	1.148744e+01	5.454282e-02	5.454313e-02
1.125758370763147e-05	5.660130e-04	5.113519e-04	1.105801e+01	1.148851e+01	5.454287e-02	5.454313e-02
1.131617745763146e-05	5.558111e-04	5.112952e-04	1.117092e+01	1.148954e+01	5.454292e-02	5.454313e-02
1.137477120763146e-05	5.471003e-04	5.112411e-04	1.127028e+01	1.149053e+01	5.454296e-02	5.454313e-02
1.143336495763146e-05	5.396327e-04	5.111896e-04	1.135774e+01	1.149148e+01	5.454300e-02	5.454313e-02
1.149195870763146e-05	5.332089e-04	5.111402e-04	1.143472e+01	1.149239e+01	5.454303e-02	5.454313e-02
1.155055245763145e-05	5.276665e-04	5.110928e-04	1.150247e+01	1.149328e+01	5.454306e-02	5.454313e-02
1.160914620763145e-05	5.228724e-04	5.110474e-04	1.156211e+01	1.149413e+01	5.454308e-02	5.454313e-02
1.166773995763145e-05	5.187165e-04	5.110037e-04	1.161459e+01	1.149496e+01	5.454310e-02	5.454313e-02
1.172633370763145e-05	5.151068e-04	5.109615e-04	1.166078e+01	1.149576e+01	5.454311e-02	5.454313e-02
1.178492745763144e-05	5.119663e-04	5.109209e-04	1.170144e+01	1.149654e+01	5.454313e-02	5.454313e-02
1.184352120763144e-05	5.092302e-04	5.108817e-04	1.173722e+01	1.149729e+01	5.454314e-02	5.454313e-02
1.190211495763144e-05	5.068433e-04	5.108437e-04	1.176872e+01	1.149802e+01	5.454315e-02	5.454313e-02
1.196070870763144e-05	5.047588e-04	5.108070e-04	1.179644e+01	1.149873e+01	5.454316e-02	5.454313e-02
1.201930245763143e-05	5.029366e-04	5.107714e-04	1.182084e+01	1.149943e+01	5.454317e-02	5.454313e-02
1.207789620763143e-05	5.013424e-04	5.107370e-04	1.184231e+01	1.150010e+01	5.454317e-02	5.454313e-02
1.213648995763143e-05	4.999466e-04	5.107034e-04	1.186121e+01	1.150076e+01	5.454318e-02	5.454313e-02
1.219508370763143e-05	4.987238e-04	5.106709e-04	1.187785e+01	1.150140e+01	5.454319e-02	5.454313e-02
1.225367745763142e-05	4.976519e-04	5.106393e-04	1.189249e+01	1.150202e+01	5.454319e-02	5.454313e-02
1.231227120763142e-05	4.967119e-04	5.106085e-04	1.190537e+01	1.150263e+01	5.454320e-02	5.454313e-02
1.237086495763142e-05	4.958871e-04	5.105786e-04	1.191671e+01	1.150323e+01	5.454320e-02	5.454313e-02
1.242945870763142e-05	4.951631e-04	5.105494e-04	1.192670e+01	1.150381e+01	5.454320e-02	5.454313e-02
1.248805245763142e-05	4.945275e-04	5.105209e-04	1.193548e+01	1.150438e+01	5.454321e-02	5.454313e-02
1.254664620763141e-05	4.939692e-04	5.104932e-04	1.194322e+01	1.150494e+01	5.454321e-02	5.454313e-02
1.260523995763141e-05	4.934788e-04	5.104661e-04	1.195002e+01	1.150548e+01	5.454321e-02	5.454314e-02
1.266383370763141e-05	4.930478e-04	5.104396e-04	1.195601e+01	1.150602e+01	5.454321e-02	5.454314e-02
1.272242745763141e-05	4.926691e-04	5.104137e-04	1.196128e+01	1.150654e+01	5.454322e-02	5.454314e-02
1.278102120763140e-05	4.923361e-04	5.103884e-04	1.196592e+01	1.150705e+01	5.454322e-02	5.454314e-02
1.283961495763140e-05	4.920434e-04	5.103637e-04	1.197001e+01	1.150756e+01	5.454322e-02	5.454314e-02
1.289820870763140e-05	4.917860e-04	5.103395e-04	1.197360e+01	1.150805e+01	5.454322e-02	5.454314e-02
1.295680245763140e-05	4.915597e-04	5.103158e-04	1.197677e+01	1.150853e+01	5.454322e-02	5.454314e-02
1.301539620763139e-05	4.913607e-04	5.102925e-04	1.197955e+01	1.150901e+01	5.454322e-02	5.454314e-02
1.307398995763139e-05	4.911856e-04	5.102698e-04	1.198200e+01	1.150947e+01	5.454322e-02	5.454314e-02
1.313258370763139e-05	4.910316e-04	5.102475e-04	1.198416e+01	1.150993e+01	5.454322e-02	5.454314e-02
1.319117745763139e-05	4.908962e-04	5.102256e-04	1.198606e+01	1.151038e+01	5.454322e-02	5.454314e-02
1.324977120763138e-05	4.907770e-04	5.102041e-04	1.198773e+01	1.151083e+01	5.454322e-02	5.454314e-02
1.330836495763138e-05	4.906721e-04	5.101830e-04	1.198920e+01	1.151126e+01	5.454322e-02	5.454314e-02
1.336695870763138e-05	4.905799e-04	5.101624e-04	1.199049e+01	1.151169e+01	5.454322e-02	5.454314e-02
1.342555245763138e-05	4.904987e-04	5.101421e-04	1.199163e+01	1.151211e+01	5.454322e-02	5.454314e-02
1.348414620763137e-05	4.904273e-04	5.101221e-04	1.199264e+01	1.151252e+01	5.454323e-02	5.454314e-02
1.354273995763137e-05	4.903644e-04	5.101025e-04	1.199352e+01	1.151293e+01	5.454323e-02	5.454314e-02
1.360133370763137e-05	4.903091e-04	5.100832e-04	1.199430e+01	1.151333e+01	5.454323e-02	5.454314e-02
1.365992745763137e-05	4.902605e-04	5.100642e-04	1.199498e+01	1.151372e+01	5.454323e-02	5.454314e-02
1.371852120763137e-05	4.902176e-04	5.100457e-04	1.199558e+01	1.151411e+01	5.454323e-02	5.454314e-02
1.377711495763136e-05	4.901800e-04	5.100273e-04	1.199611e+01	1.151450e+01	5.454323e-02	5.454314e-02
1.383570870763136e-05	4.901468e-04	5.100092e-04	1.199658e+01	1.151487e+01	5.454323e-02	5.454314e-02
1.389430245763136e-05	4.901176e-04	5.099915e-04	1.199699e+01	1.151525e+01	5.454323e-02	5.454314e-02
1.395289620763136e-05	4.900919e-04	5.099740e-04	1.199735e+01	1.151561e+01	5.454323e-02	5.454314e-02
1.401148995763135e-05	4.900693e-04	5.099567e-04	1.199767e+01	1.151597e+01	5.454323e-02	5.454314e-02
1.407008370763135e-05	4.900494e-04	5.099398e-04	1.199795e+01	1.151633e+01	5.454323e-02	5.454314e-02
1.412867745763135e-05	4.900319e-04	5.099231e-04	1.199819e+01	1.151668e+01	5.454323e-02	5.454314e-02
1.418727120763135e-05	4.900165e-04	5.099066e-04	1.199841e+01	1.151703e+01	5.454323e-02	5.454314e-02
1.424586495763134e-05	4.900029e-04	5.098904e-04	1.199860e+01	1.151737e+01	5.454323e-02	5.454314e-02
1.430445870763134e-05	4.899910e-04	5.098744e-04	1.199877e+01	1.151771e+01	5.454323e-02	5.454314e-02
1.436305245763134e-05	4.899804e-04	5.098586e-04	1.199891e+01	1.151804e+01	5.454323e-02	5.454314e-02
1.442164620763134e-05	4.899713e-04	5.098431e-04	1.199905e+01	1.151837e+01	5.454323e-02	5.454314e-02
1.448023995763133e-05	4.899631e-04	5.098277e-04	1.199916e+01	1.151870e+01	5.454323e-02	5.454314e-02
1.453883370763133e-05	4.899559e-04	5.098126e-04	1.199926e+01	1.151902e+01	5.454323e-02	5.454314e-02
1.459742745763133e-05	4.899497e-04	5.097976e-04	1.199935e+01	1.151934e+01	5.454323e-02	5.454314e-02
1.465602120763133e-05	4.899441e-04	5.097828e-04	1.199943e+01	1.151965e+01	5.454323e-02	5.454314e-02
1.471461495763132e-05	4.899392e-04	5.097683e-04	1.199950e+01	1.151996e+01	5.454323e-02	5.454314e-02
1.477320870763132e-05	4.899349e-04	5.097539e-04	1.199956e+01	1.152026e+01	5.454323e-02	5.454314e-02
1.483180245763132e-05	4.899311e-04	5.097397e-04	1.199961e+01	1.152057e+01	5.454323e-02	5.454314e-02
1.489039620763132e-05	4.899278e-04	5.097257e-04	1.199966e+01	1.152087e+01	5.454323e-02	5.454314e-02
1.494898995763132e-05	4.899249e-04	5.097119e-04	1.199970e+01	1.152116e+01	5.454323e-02	5.454314e-02
1.500758370763131e-05	4.899223e-04	5.096982e-04	1.199973e+01	1.152145e+01	5.454323e-02	5.454314e-02
1.502711495763131e-05	4.899224e-04	5.096951e-04	1.199974e+01	1.152155e+01	5.454323e-02	5.454314e-02
1.503717633473737e-05	4.899208e-04	5.096909e-04	1.199975e+01	1.152160e+01	5.454323e-02	5.454314e-02
1.505000000000000e-05	4.899022e-04	5.108536e-04	1.199976e+01	1.152166e+01	5.454323e-02	5.454313e-02
1.505002821257195e-05	4.897502e-04	5.100381e-04	1.199962e+01	1.152164e+01	5.454323e-02	5.454314e-02
1.505008463771586e-05	4.893978e-04	5.095439e-04	1.199936e+01	1.152158e+01	5.454323e-02	5.454314e-02
1.505019748800369e-05	4.885850e-04	5.092846e-04	1.199882e+01	1.152138e+01	5.454323e-02	5.454314e-02
1.505027432882694e-05	4.880137e-04	5.090085e-04	1.199844e+01	1.152121e+01	5.454324e-02	5.454314e-02
1.505036801992886e-05	4.873201e-04	5.086090e-04	1.199799e+01	1.152096e+01	5.454324e-02	5.454314e-02
1.505049522535356e-05	4.863772e-04	5.080146e-04	1.199736e+01	1.152059e+01	5.454325e-02	5.454315e-02
1.505074963620297e-05	4.844940e-04	5.066990e-04	1.199607e+01	1.151975e+01	5.454325e-02	5.454315e-02
1.505125845790179e-05	4.807360e-04	5.038726e-04	1.199336e+01	1.151787e+01	5.454327e-02	5.454316e-02
1.505224611378994e-05	4.734704e-04	4.981860e-04	1.198767e+01	1.151377e+01	5.454330e-02	5.454319e-02
1.505399560371422e-05	4.606869e-04	4.882550e-04	1.197619e+01	1.150554e+01	5.454336e-02	5.454324e-02
1.505703809196046e-05	4.386762e-04	4.720599e-04	1.195225e+01	1.148899e+01	5.454346e-02	5.454331e-02
1.506157208933155e-05	4.062428e-04	4.503475e-04	1.190897e+01	1.146061e+01	5.454361e-02	5.454341e-02
1.506557766836035e-05	3.778861e-04	4.333514e-04	1.186324e+01	1.143219e+01	5.454374e-02	5.454348e-02
1.506894653648076e-05	3.542303e-04	4.198774e-04	1.181841e+01	1.140509e+01	5.454385e-02	5.454355e-02
1.507229874929726e-05	3.308008e-04	3.945268e-04	1.176882e+01	1.136757e+01	5.454395e-02	5.454366e-02
1.507361638930372e-05	3.216123e-04	3.382138e-04	1.174790e+01	1.132192e+01	5.454399e-02	5.454392e-02
1.507443631228147e-05	3.159007e-04	2.238453e-04	1.173426e+01	1.124148e+01	5.454402e-02	5.454444e-02
1.507520586336923e-05	3.105415e-04	3.870757e-05	1.172114e+01	1.111394e+01	5.454404e-02	5.454528e-02
1.507561250299917e-05	3.077101e-04	-7.830189e-05	1.171409e+01	1.103183e+01	5.454406e-02	5.454581e-02
1.507601417697420e-05	3.049134e-04	-1.962053e-04	1.170702e+01	1.094595e+01	5.454407e-02	5.454635e-02
1.507661433573116e-05	3.007346e-04	-3.612948e-04	1.169631e+01	1.081949e+01	5.454409e-02	5.454710e-02
1.507730143755459e-05	2.959498e-04	-5.223441e-04	1.168379e+01	1.068467e+01	5.454411e-02	5.454783e-02
1.507867564120144e-05	2.863764e-04	-7.685782e-04	1.165804e+01	1.044572e+01	5.454415e-02	5.454896e-02
1.508024304570898e-05	2.754481e-04	-9.641951e-04	1.162766e+01	1.020946e+01	5.454420e-02	5.454985e-02
1.508200153290496e-05	2.631695e-04	-1.109637e-03	1.159219e+01	9.975879e+00	5.454426e-02	5.455051e-02
1.508391807981243e-05	2.497555e-04	-1.226091e-03	1.155179e+01	9.738210e+00	5.454432e-02	5.455103e-02
1.508624796326541e-05	2.333831e-04	-1.348227e-03	1.150010e+01	9.455525e+00	5.454439e-02	5.455158e-02
1.508955892939838e-05	2.099425e-04	-1.520888e-03	1.142169e+01	9.051916e+00	5.454450e-02	5.455237e-02
1.509467705661709e-05	1.732544e-04	-1.813012e-03	1.129084e+01	8.418814e+00	5.454467e-02	5.455370e-02
1.510000000000000e-05	1.346201e-04	-2.149098e-03	1.114622e+01	7.752144e+00	5.454484e-02	5.455522e-02
